price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,neworold,parking,Furnished_status,Lift,type_of_building
5600000.0,1350.0,28.60885,77.46056,3.0,3.0,,New Property,,,2.0,Flat
8800000.0,1490.0,28.37423557,76.95241631,3.0,3.0,,New Property,,Semi-Furnished,2.0,Flat
16500000.0,2385.0,28.645769,77.38511,4.0,5.0,,New Property,1.0,Unfurnished,,Flat
3810000.0,1050.0,28.566914,77.436434,2.0,2.0,3.0,New Property,1.0,Unfurnished,2.0,Flat
6200000.0,1350.0,28.520732,77.356491,2.0,2.0,3.0,Resale,1.0,,3.0,Flat
3700000.0,1150.0,28.62804,77.437809,2.0,2.0,3.0,New Property,,,,Flat
3270000.0000000005,890.0,28.610645,77.455837,2.0,2.0,3.0,Resale,1.0,,2.0,Flat
3990000.0,850.0,28.471233,76.969597,2.0,2.0,1.0,Resale,1.0,,,Flat
3500000.0,960.0,28.5814311,77.4528192,2.0,2.0,2.0,Resale,,,,Flat
5500000.0,1400.0,28.614181,77.427713,3.0,3.0,4.0,Resale,1.0,,2.0,Flat
7300000.0,850.0,28.72407531738281,77.0955810546875,3.0,2.0,1.0,New Property,2.0,Semi-Furnished,1.0,Flat
7700000.0,1250.0,28.436305,77.13605,2.0,2.0,2.0,Resale,,,,Flat
10500000.0,1615.0,28.513139724731445,77.02595520019531,3.0,3.0,3.0,Resale,,Unfurnished,,Flat
7200000.0,1200.0,28.5074613813646,77.4078166697626,2.0,2.0,3.0,Resale,,,,Flat
7000000.0,1690.0,28.679009,77.3492951427093,3.0,3.0,,Resale,,,,Flat
9500000.0,1000.0,28.721435546875,77.10701751708984,3.0,2.0,1.0,New Property,2.0,Semi-Furnished,1.0,Individual House
15000000.0,1450.0,28.72721290588379,77.09606170654297,4.0,3.0,1.0,New Property,2.0,Semi-Furnished,1.0,Individual House
4800000.0,1175.0,28.616078045953845,77.42810224734058,2.0,2.0,,Resale,,,,Flat
5100000.0,1087.0,28.6443099975586,77.331787109375,2.0,2.0,2.0,Resale,1.0,Semi-Furnished,2.0,Flat
14000000.0,1845.0,28.5469297107013,77.3543872945106,3.0,3.0,3.0,Resale,2.0,Semi-Furnished,2.0,Flat
6250000.0,1400.0,28.449384,76.98441,2.0,2.0,2.0,New Property,,,,Flat
8700000.0,1600.0,28.423049,77.08741,3.0,2.0,1.0,Resale,,Unfurnished,,Flat
13000000.0,1950.0,28.5697371550333,77.3324116681809,3.0,3.0,2.0,Resale,,,,Individual House
15000000.0,1800.0,28.529146,77.355843,2.0,3.0,1.0,New Property,,,,Flat
5500000.0,1440.0,28.587499354879053,77.44316979301459,3.0,2.0,5.0,Resale,1.0,,2.0,Flat
4200000.0,1040.0,28.616204,77.422256,2.0,2.0,3.0,Resale,2.0,,3.0,Flat
3900000.0,1025.0,28.57223,77.474898,2.0,2.0,3.0,Resale,1.0,,2.0,Flat
10000000.0,1836.0,28.6571606,77.355748,3.0,2.0,,Resale,,Semi-Furnished,,Individual House
7600000.0,1350.0,28.645769,77.38511,3.0,2.0,4.0,Resale,1.0,,3.0,Flat
3900000.0,800.0,28.387731,76.96791987,2.0,2.0,1.0,Resale,,,2.0,Flat
9000000.0,1481.0,28.49744987487793,77.02709197998047,2.0,2.0,2.0,Resale,2.0,Unfurnished,2.0,Flat
8350000.0,1398.0,28.5434121846104,77.367853,2.0,2.0,2.0,Resale,1.0,,3.0,Flat
13500000.0,2150.0,28.435208771263,77.0902252334016,3.0,3.0,4.0,Resale,1.0,,,Individual House
5310000.0,1100.0,28.6467392,77.3709475,3.0,2.0,,Resale,,Furnished,,Flat
15000000.0,1960.0,28.3907304,77.05782257,3.0,3.0,,Resale,,Semi-Furnished,,Flat
17500000.0,2450.0,28.482277,76.99199526,3.0,3.0,3.0,New Property,2.0,,2.0,Flat
5000000.0,1000.0,28.5604873040921,77.384084,2.0,2.0,3.0,Resale,1.0,,2.0,Flat
3500000.0,850.0,28.559850692749023,77.24765014648438,2.0,2.0,1.0,Resale,,Furnished,,Flat
4550000.0,950.0,28.50809,77.2314673,3.0,2.0,1.0,New Property,1.0,Semi-Furnished,1.0,Flat
4000000.0,700.0,28.558586,77.2511855,2.0,2.0,,Resale,,Unfurnished,,Flat
3500000.0,750.0,28.6895694732666,77.33861541748047,2.0,2.0,2.0,Resale,,Semi-Furnished,0.0,Flat
3500000.0,950.0,28.5905383,77.35981,2.0,2.0,1.0,Resale,1.0,,1.0,Individual House
2400000.0,540.0,28.59227180480957,77.08367919921875,2.0,2.0,1.0,New Property,,Semi-Furnished,0.0,Flat
80000000.0,5571.0,28.424904,77.03476,5.0,5.0,3.0,Resale,4.0,,2.0,Individual House
9500000.0,1200.0,28.652429,77.1643181,2.0,2.0,2.0,Resale,,Semi-Furnished,,Flat
10500000.0,1020.0,28.3978564,77.07393158,2.0,2.0,2.0,Resale,,,,Flat
7500000.0,1505.0,28.512136,76.986899,2.0,2.0,2.0,Resale,1.0,,2.0,Flat
4800000.0,1232.0,28.652807235717773,77.45092010498047,6.0,3.0,2.0,Resale,,Unfurnished,,Flat
5600000.0,929.0,28.436305,77.13605,2.0,2.0,1.0,Resale,,,,Flat
8500000.0,1350.0,28.647938,77.340697,3.0,3.0,,Resale,,,,Flat
4700000.0,1085.0,28.646509,77.3814882767311,2.0,2.0,2.0,Resale,,,,Flat
8500000.0,1790.0,28.512136,76.986899,3.0,3.0,,Resale,,,,Flat
10000000.0,1689.0,28.487018,76.998009,3.0,3.0,4.0,New Property,1.0,Semi-Furnished,3.0,Flat
18000000.0,2411.0,28.391644,77.06486457,3.0,3.0,3.0,Resale,2.0,,2.0,Flat
12400000.0,1650.0,28.6016822982437,77.0319327881991,3.0,2.0,2.0,Resale,2.0,,0.0,Flat
7700000.0,1685.0,28.5092080113141,77.4066255380327,3.0,4.0,4.0,Resale,1.0,Unfurnished,2.0,Flat
6000000.0,1050.0,28.648794,77.3425322478785,2.0,2.0,2.0,Resale,,,,Flat
12500000.0,1300.0,28.59344,77.065951,2.0,2.0,2.0,Resale,2.0,,2.0,Flat
6380000.0,1170.0,28.495893478393555,77.18599700927734,3.0,2.0,1.0,New Property,1.0,Semi-Furnished,1.0,Flat
7400000.0,1275.0,28.28709602355957,77.06906127929688,2.0,2.0,2.0,New Property,1.0,Semi-Furnished,2.0,Flat
8400000.0,1890.0,28.410466,76.962531,3.0,3.0,4.0,Resale,1.0,,2.0,Flat
6400000.0,1455.0,28.570142,77.3862730013034,3.0,2.0,3.0,Resale,1.0,,2.0,Individual House
19000000.0,1768.0,28.5934318343359,77.0442727572328,3.0,2.0,,Resale,2.0,,2.0,Flat
4300000.0,1295.0,28.566914,77.436434,2.0,2.0,4.0,Resale,2.0,,,Individual House
23800000.0,3500.0,28.4818021,77.2200217,4.0,5.0,3.0,Resale,1.0,,2.0,Flat
10500000.0,1850.0,28.548787,77.346032,3.0,4.0,2.0,Resale,2.0,,3.0,Flat
10800000.0,1966.0,28.247592,77.069185,2.0,2.0,1.0,Resale,1.0,,,Flat
5500000.0,1350.0,28.6493479,77.3696259,2.0,2.0,,Resale,,Furnished,,Flat
4320000.0,1040.0,28.509118,77.413416,2.0,2.0,3.0,New Property,1.0,,2.0,Flat
3000000.0,800.0,28.6452824,77.3621025,2.0,2.0,1.0,Resale,1.0,Semi-Furnished,0.0,Flat
3500000.0,950.0,28.579593,77.445197,2.0,2.0,3.0,Resale,,,3.0,Flat
16000000.0,2000.0,28.4178669,77.0512457,4.0,4.0,3.0,Resale,2.0,Semi-Furnished,,Flat
3000000.0,900.0,28.685449,77.5092258,2.0,2.0,3.0,Resale,1.0,,2.0,Individual House
3300000.0,960.0,28.5128413669417,77.4895533166212,2.0,2.0,1.0,Resale,,,1.0,Flat
8200000.0,1371.0,28.433653,77.152919,2.0,2.0,3.0,New Property,2.0,,2.0,Flat
6000000.0,1750.0,28.475274,77.545978,3.0,3.0,1.0,Resale,2.0,,2.0,Flat
4100000.0,1299.0,28.519997,77.376873,3.0,2.0,4.0,Resale,1.0,,2.0,Flat
5200000.0,1365.0,28.60595893859864,77.44451141357422,3.0,2.0,3.0,Resale,2.0,Furnished,2.0,Flat
21000000.0,2800.0,28.4655907,77.5114027,4.0,5.0,4.0,Resale,,Unfurnished,,Flat
2650000.0,835.0,28.609898,77.436343,2.0,2.0,2.0,Resale,1.0,Unfurnished,,Flat
10000000.0,1000.0,28.6677244,77.0979515,2.0,2.0,,Resale,,Unfurnished,,Individual House
4500000.0,1000.0,28.63472366333008,77.04911041259766,3.0,2.0,1.0,Resale,1.0,Semi-Furnished,,Flat
6900000.0,1260.0,28.58548927307129,77.3993148803711,2.0,2.0,3.0,Resale,1.0,Unfurnished,2.0,Flat
13500000.0,2425.0,28.44456311,76.9550119,4.0,4.0,,Resale,,Semi-Furnished,,Flat
4500000.0,1198.0,28.633363723754883,77.43121337890625,3.0,2.0,1.0,Resale,,Furnished,,Flat
32500000.0,3000.0,28.4969141,77.1652546,3.0,3.0,2.0,Resale,2.0,,1.0,Flat
11000000.0,1743.0,28.419032,77.028272,3.0,3.0,2.0,New Property,1.0,,,Individual House
3200000.0,650.0,28.59803581237793,77.07652282714844,2.0,2.0,1.0,Resale,,Unfurnished,,Flat
3200000.0,815.0,28.446343,77.515305,2.0,2.0,,Resale,,,,Flat
3400000.0,1050.0,28.7005505,77.3286995,2.0,2.0,,Resale,,Unfurnished,,Flat
11100000.000000002,2100.0,28.468477249145508,77.31389617919922,4.0,3.0,2.0,Resale,,Furnished,,Flat
3500000.0,900.0,28.6809994,77.356998,2.0,2.0,1.0,Resale,,Unfurnished,,Flat
12500000.0,1836.0,28.414627,77.060127,3.0,3.0,3.0,Resale,2.0,,3.0,Flat
8500000.0,1495.0,28.502597,77.428742,3.0,2.0,,Resale,,,,Flat
4200000.0,1040.0,28.616204,77.422256,2.0,2.0,2.0,Resale,1.0,,3.0,Flat
82000000.0,5495.0,28.4361825275276,77.1043058418003,5.0,6.0,2.0,Resale,3.0,,3.0,Flat
9000000.0,1250.0,28.6401587513384,77.066265900795,2.0,2.0,2.0,Resale,,,,Individual House
14000000.0,2500.0,28.68651580810547,77.29942321777344,3.0,2.0,1.0,Resale,2.0,Semi-Furnished,,Flat
8900000.0,1815.0,28.45251307,76.97627035,3.0,3.0,,Resale,,,,Flat
3200000.0,1041.0,28.701837981083,77.423206716491,2.0,2.0,3.0,Resale,,,,Flat
15000000.0,2000.0,28.412109,77.049522,4.0,4.0,3.0,Resale,2.0,,0.0,Flat
9200000.0,1960.0,28.393665,76.962842,3.0,3.0,3.0,Resale,123.0,,2.0,Individual House
11500000.0,1963.0,28.406752,76.96474017,3.0,3.0,3.0,Resale,2.0,,2.0,Flat
6000000.0,1246.0,28.5863287948209,77.4010620206905,2.0,2.0,3.0,Resale,1.0,,2.0,Individual House
3900000.0,1085.0,28.473679,77.506258,2.0,2.0,3.0,Resale,,,3.0,Flat
